Judul,Tahun
Improved Radial Movement Optimization With Fuzzy Neural Network Enabled Anomaly Detection for IoT Assisted Smart Cities,2023
Smoothing Methods for Automatic Differentiation Across Conditional Branches,2023
Cryptocurrency Price Prediction Model Based on Sentiment Analysis and Social Influence,2023
Scalable Zero-Shot Logo Recognition,2023
Multi-Aspect Annotation and Analysis of Nepali Tweets on Anti-Establishment Election Discourse,2023
Joint Beamforming Optimization Design and Performance Evaluation of RIS-Aided Wireless Networks: A Comprehensive State-of-the-Art Review,2023
HiCARE: Hierarchical Clustering Algorithm for Road Service Routing Enhancement,2023
Lighting Search Algorithm With Convolutional Neural Network-Based Image Captioning System for Natural Language Processing,2023
Position and Orientation Estimation in Radio Network With Groups of Locally Synchronized Nodes,2023
Stability Improvement of Parallel-Connected Inverters Under Very Weak Distorted Grid Using Observer-Based Incremental Control Scheme,2023
Multi-Criteria Measurement of AI Support to Project Management,2023
AI-Enhanced Digital Creativity Design: Content-Style Alignment for Image Stylization,2023
Review Classification Based on Machine Learning: Classifying Game User Reviews,2023
Evolved Quasi-3D Analysis Method for Analysis Cost Reduction of Axial Flux Permanent Magnet Motor,2023
Aczel-Alsina Aggregation Operators on Complex Fermatean Fuzzy Information With Application to Multi-Attribute Decision Making,2023
DialoguePCN: Perception and Cognition Network for Emotion Recognition in Conversations,2023
Radar Signal Deinterleaving in Electronic Warfare Systems: A Combined Approach,2023
Design of High Speed BCD Adder Using CMOS Technology,2023
A Study on Mobile Crowd Sensing Systems for Healthcare Scenarios,2023
Phase-Aware Speech Enhancement With Complex Wiener Filter,2023
Data-Driven Strategy Decision Integrating Convolution Neural Network With Threat Assessment and Motion Prediction for Automatic Evasive Steering,2023
Drought Forecasting: Application of Ensemble and Advanced Machine Learning Approaches,2023
BPDAC: A Blockchain Based and Provenance Enabled Dynamic Access Control Scheme,2023
Symbolism and Directivity of Joint Keypoints in Temporal and Spatial Dimensions in Human Pose Prediction With GCN-Based Model,2023
A Review of Artificial Neural Networks Applications in Maritime Industry,2023
DRL-Based Resource Allocation for NOMA-Enabled D2D Communications Underlay Cellular Networks,2023
Joint Power Allocation Algorithm for UAV-Borne Simultaneous Transmitting and Reflecting Reconfigurable Intelligent Surface-Assisted Non-Orthogonal Multiple Access System,2023
Dual Connectivity in Heterogeneous Cellular Networks: Analysis of Optimal Splitting of Elastic File Transfers Using Flow-Level Performance Models,2023
How Does a Transformer Learn Compression? An Attention Study on Huffman and LZ4,2023
Fast Surface Reconstruction Technique Based on Anderson Accelerated I-PIA Method,2023
Multi-Step Ahead Prediction for Anomaly Detection of Geomagnetic Observation in HVDC Transmission,2023
MediBioDeBERTa: Biomedical Language Model With Continuous Learning and Intermediate Fine-Tuning,2023
Dynamic MPC-Based Scheduling in a Smart Manufacturing System Problem,2023
"EEG Signal Processing for Medical Diagnosis, Healthcare, and Monitoring: A Comprehensive Review",2023
Deepfake Generation and Detection: Case Study and Challenges,2023
Optimal Signal Design in System Identification for Model Predictive Control (MPC),2023
Classification of Photovoltaic Faults Using PSO-Optimized Compact Convolutional Transformer,2023
Reactive Power Controller for Single Phase Dual Active Bridge DC–DC Converters,2023
Correlation-Diversified Portfolio Construction by Finding Maximum Independent Set in Large-Scale Market Graph,2023
Malicious Data Classification in Packet Data Network Through Hybrid Meta Deep Learning,2023
Symbolic Neural Architecture Search for Differential Equations,2023
YG-SLAM: Enhancing Visual SLAM in Dynamic Environments With YOLOv8 and Geometric Constraints,2023
An Edge-Directed Diffusion Equation-Based Image Restoration Approach for Font Generation,2023
Perturbation AUTOVC: Voice Conversion From Perturbation and Autoencoder Loss,2023
Fingerprinting-Based Indoor Localization With Hybrid Quantum-Deep Neural Network,2023
Calculation Model of Parasitic Capacitance for High-Frequency Inductors and Transformers,2023
A Voltage Ripple Compensation Method for Constant On-Time Buck Converter,2023
Learning From Few Cyber-Attacks: Addressing the Class Imbalance Problem in Machine Learning-Based Intrusion Detection in Software-Defined Networking,2023
Cnnformer: Transformer-Based Semantic Information Enhancement Framework for Behavior Recognition,2023
Blockchain: A Crypto-Intensive Technology—A Comprehensive Review,2023
Suppression of Swirl Arc Re-Strike Under Magnetic Blowing for DC High-Power Application,2023
Optimized Energy Management of Seaports With Integrated AMP Technology and DC Microgrid,2023
Finite-Horizon Variance-Constrained Estimation for Complex Networks Subject to Dynamical Bias Using Binary Encoding Schemes,2023
Delay Dependent Stability Analysis of Load Frequency Control via Asymmetric Lyapunov-Krasovskii Functional,2023
Collabo: A Collaborative Machine Learning Model and Its Application to the Security of Heterogeneous Medical Data in an IoT Network,2023
A Short Time Expansion Measurement Method for the Detection of Aging Effect of Lithium Ion Cells Using a High Resolution Laser Interfometric Setup,2023
A-MAD: An Adaptive-Microseismic Activity Detector Based on Gaussian Mixture Models and Spectral Subtraction,2023
Automated Surface Defect Detection for Hot-Pressed Light Guide Plates Based on GDA-YOLOv7,2023
The Generalized Similarity Measures Based on Complex Interval-Valued Hesitant Fuzzy Sets and Their Applications in Pattern Recognition and Medical Diagnosis,2023
A Survey of Visual SLAM Methods,2023
TY-Net: Transforming YOLO for Hand Gesture Recognition,2023
Detecting Low-Credibility Medical Websites Through Semi-Supervised Learning Techniques,2023
Enhanced Deep Deterministic Policy Gradient Algorithm Using Grey Wolf Optimizer for Continuous Control Tasks,2023
Identification of Lung Tumors in Nude Mice Based on the LIBS With Histogram of Orientation Gradients and Support Vector Machine,2023
Spatially Recalibrated Convolutional Neural Network for Vehicle Type Recognition,2023
Design and Implementation of Optimal Control Scheme for DFIG Based Wind Plant to Mitigate Sub-Synchronous Resonance Issues,2023
A Multi-Kernel Optimized Convolutional Neural Network With Urdu Word Embedding to Detect Fake News,2023
Empowering Knowledge With Virtual and Augmented Reality,2023
An Oracle-Based Framework for Implementing a Quantum Parallel Decoder/Multiplexer,2023
The Analysis of Music Emotion and Visualization Fusing Long Short-Term Memory Networks Under the Internet of Things,2023
"Enhanced C-V2X Mode-4 With Virtual Cell, Resource Usage Bitmap, and Smart Roaming",2023
Underwater Target Classification Based on Feature Fusion and Gene Encoding of CNN-BIGRU-Attention,2023
A Comprehensive Analysis of Model Predictive Control for Lane Keeping Assist System,2023
A More Flexible and Robust Feature Selection Algorithm,2023
Performance of Large Intelligent Surfaces in Multiuser Millimeter Wave MIMO-NOMA Systems,2023
Nonlinear Adaptive Disturbance Rejection Control Strategy Based on VSG for Photovoltaic-Storage Grid-Connected Inverter,2023
Novel Methods for Improved Particle Swarm Optimization in Designing the Bandgap Reference Circuit,2023
Incrementally Learned Angular Representations for Few-Shot Class-Incremental Learning,2023
Graphical Contents and Health Websites Readability,2023
Fuzzy Dynamic Modeling for Accurate Control of Uncertain Mechanical Systems,2023
A 94-GHz High Resolution Radar Using Time Interleaving Active Array in 65-nm CMOS,2023
Impact of Beamforming Algorithms on the Actual RF EMF Exposure From Massive MIMO Base Stations,2023
"Signal Detection in Ambient Backscatter Systems: Fundamentals, Methods, and Trends",2023
Critical Clearing Time Prediction for Power Transmission Using an Adaptive Neuro-Fuzzy Inference System,2023
Influence of Permanent Magnetic Properties on Laser-Assisted Heating Magnetization for Magnetic MEMS,2023
Lumbar Spine Disease Detection: Enhanced CNN Model With Improved Classification Accuracy,2023
Factors Influencing the Adoption of Generative AI for Art Designing Among Chinese Generation Z: A Structural Equation Modeling Approach,2023
Development and Optimization of a Two-Degree-of-Freedom Piezoelectric Harvester Based on Parallel Cantilever Structure With Magnetic Coupling,2023
Dependency Prediction of Long-Time Resource Uses in HPC Environment,2023
Sub-6 GHz Band Omnidirectional Horizontally Polarized Large Spacing Array Antenna With Dielectric Radome for Base Station,2023
Graph Neural Network for Smartphone Recommendation System: A Sentiment Analysis Approach for Smartphone Rating,2023
Weighted Bonferroni Aggregation Operators on Complex q-Rung Orthopair 2-Tuple Linguistic Variables With Application to Green Supply Chain Management,2023
A Novel Supplier-Managed Inventory Order Assignment Platform Enabled by Blockchain Technology,2023
A Mapping and State-of-the-Art Survey on Multi-Objective Optimization Methods for Multi-Agent Systems,2023
Dynamic Decision-Making in Fresh Products Supply Chain With Strategic Consumers,2023
Optimizing Subway Train Operation With Hierarchical Adaptive Control Approach,2023
New On-Line MTPA Angle Search and Control Methods Based on Digital Twins for IPM Synchronous Motor Drives Considering Motor Non-Linearity,2023
CECNet: Coordinate Encoding Competitive Neural Network For Palm Vein Recognition by Soft Large Margin Centralized Cosine Loss,2023
Storage and Counter Based Logic Built-In Self-Test,2023
Factor Analysis of Learning Motivation Difference on Cybersecurity Training With Zero Trust Architecture,2023
Closed-Loop Control of Fluid Resuscitation Using Reinforcement Learning,2023
Pre Synchronization Control Strategy of Virtual Synchronous Generator (VSG) in Micro-Grid,2023
Crack Detection of Brown Rice Kernel Based on Optimized ResNet-18 Network,2023
Strategic Decision Making at a Steel Industry Assisted by Fuzzy Theory and Multicriteria Decision Making Model,2023
A Novel System for Ocular Surface Temperature Measurement and Tracking,2023
A Study of the Man and Unmanned Teaming System for Improving Efficiency in a Fulfillment Center,2023
Learned Kernel-Based Interpolation for Efficient RGBW Remosaicing,2023
Meta-Heuristic Guided Feature Optimization for Enhanced Authorship Attribution in Java Source Code,2023
A Fully Outsourced Attribute-Based Signcryption Scheme Supporting Privacy-Preserving Policy Update in Mobile Cloud Computing,2023
A Control Strategy Based on Intermediate Bus Voltage Information for Wide-Range High-Efficiency Step-Up DC–DC Converters,2023
An Ontology and Rule-Based Clinical Decision Support System for Personalized Nutrition Recommendations in the Neonatal Intensive Care Unit,2023
Robust Air Target Intention Recognition Based on Weight Self-Learning Parallel Time-Channel Transformer Encoder,2023
Novel LSTM-Based Approaches for Enhancing Outdoor Localization Accuracy in 4G Networks,2023
Action Behavior Learning Based on a New Multi-Scale Interactive Perception Network,2023
A Fuzzy Analytic Hierarchy Process for Usability Requirements of Online Education Systems,2023
Multi-Agent Consistent Formation Control Operation Optimization for High-Speed Trains,2023
Artificial Neural Network-Based Land Use-Specific Carbon Patterns and Their Effects on Land Surface Temperature as a Result of the Rohingya Refugee Influx,2023
Low-Noise Chopper-Stabilized Zero-Drift Amplifier With SAR-Assisted Automatic Offset Calibration Loop,2023
RDF-star2Vec: RDF-star Graph Embeddings for Data Mining,2023
Active Constellation Modification Technique for PAPR Reduction of OFDM Signals,2023
SECURE: A Segmentation Quality Evaluation Metric on SEM Images for Reverse Engineering on Integrated Circuits,2023
Tasaheel: An Arabic Automative Textual Analysis Tool—All in One,2023
UAV Control for Close Tracking of a Flying Object Using Search Region Focused Detector and Target-Visibility Enhancing Control,2023
ps-CALR: Periodic-Shift Cosine Annealing Learning Rate for Deep Neural Networks,2023
Model-Driven Dependability and Power Consumption Quantification of Kubernetes-Based Cloud-Fog Continuum,2023
Self-Organizing Multiple Readouts for Reservoir Computing,2023
Dynamic Debiasing Network for Visual Commonsense Generation,2023
Multivariate Cooperative Internal Mode Control of RBF Neural Network for Power System Chaos Suppression,2023
LongT5-Mulla: LongT5 With Multi-Level Local Attention for a Longer Sequence,2023
CNN-BiLSTM: A Hybrid Deep Learning Approach for Network Intrusion Detection System in Software-Defined Networking With Hybrid Feature Selection,2023
"NS-IL: Neuro-Symbolic Visual Question Answering Using Incrementally Learnt, Independent Probabilistic Models for Small Sample Sizes",2023
E-Core and C-Core Switched Flux Permanent Magnet Generators for Wind Power Generation,2023
Recursive Router Metrics Prediction Using Machine Learning-Based Node Modeling for Network Digital Replica,2023
Preventing Road Accidents Through Early Detection of Driver Behavior Using Smartphone Motion Sensor Data: An Ensemble Feature Engineering Approach,2023
Line-of-Sight MIMO in Point-to-Point Millimeter Wave Links via Scattering From Rough Surfaces,2023
An Automatic Dermatology Detection System Based on Deep Learning and Computer Vision,2023
Attention 3D-CU-Net: Enhancing Kidney Tumor Segmentation Accuracy Through Selective Feature Emphasis,2023
Detection and Mitigation of Spoofing Attacks Against Time Synchronization and Positioning,2023
Dark-SORT: Multi-Person Tracking in Underground Coal Mines Using Adaptive Discrete Weighting,2023
ByteRCNN: Enhancing File Fragment Type Identification With Recurrent and Convolutional Neural Networks,2023
220/293 GHz Dual-Band Anomalous Reflectors Using Higher-Order Diffraction Modes and Their Precise Characterization Using a Compact Antenna Test Range System,2023
Junior Software Engineers’ International Communication and Collaboration Competences,2023
Construction and Research of a Data-Driven Energy Consumption Evaluation Model for Urban Building Operation,2023
RS-RLNC: A Reinforcement Learning-Based Selective Random Linear Network Coding Framework for Tactile Internet,2023
High-Quality Face Caricature via Style Translation,2023
Self-Conditioning via Intermediate Predictions for End-to-End Neural Speaker Diarization,2023
A Decentralized Control With Adaptive Virtual Inertia and Damping Combination for Islanded Cascaded-Type VSG Systems,2023
Enhancing Concrete Creep Prediction With Deep Learning: A Soft-Sorted One-Dimensional CNN Approach,2023
Analyzing Component Composability of Cloud Security Configurations,2023
Real-Time Event-Driven Road Traffic Monitoring System Using CCTV Video Analytics,2023
The Research on Ocean Polarized Light Fields at Different Depths for Polarization Navigation,2023
Influence of Mounting Incline and Natural Environmental Factors on Pin-Type Silicone Rubber Insulator Leakage Currents Using Internet-Based Monitoring,2023
A Deep Learning-Based Indoor Radio Estimation Method Driven by 2.4 GHz Ray-Tracing Data,2023
Comparative Study on Architecture of Deep Neural Networks for Segmentation of Brain Tumor using Magnetic Resonance Images,2023
"Control of Converter for a Solar PV-BESS Powered Telecom Load With Real, Reactive and Harmonic Power Exchange With Grid",2023
Real-Time Hybrid Modeling of Francis Hydroturbine Dynamics via a Neural Controlled Differential Equation Approach,2023
Modeling and Lyapunov-Based Nonlinear Control Strategies of Novel 2-D Inverted Magnetic Needle System: A Comparative Study,2023
H∞ Robust Fault-Tolerant Control of a Six-Rotor UAV Containing Sensor Faults and Actuator Non-Affine Faults,2023
Common Spatial Pattern and Riemannian Manifold-Based Real-Time Multiclass Motor Imagery EEG Classification,2023
Consensus-Based Distributed Formation Control of Multi-Quadcopter Systems: Barrier Lyapunov Function Approach,2023
GCN-Based Short-Circuit Current Calculation Method for Active Distribution Networks,2023
Underfoot Pressure-Based Left and Right Foot Classification Algorithms: The Impact of Footwear,2023
On the Integration of User Preferences by Using a Hybrid Methodology for Multi-Criteria Decision Making,2023
Combining Social Relations and Interaction Data in Recommender System With Graph Convolution Collaborative Filtering,2023
Calculation of the Proportion of Population Using Clean Cooking Fuel and Technology Based on Earth Big Data: A Case Study in the South of the Yangtze River in China,2023
NDAMA: A Novel Deep Autoencoder and Multivariate Analysis Approach for IoT-Based Methane Gas Leakage Detection,2023
Deep Learning Based Decentralized Beamforming Methods for Multi-Antenna Interference Channels,2023
A New Method for Short Text Compression,2023
Bulk Cargo Multimodal Transportation on Inland Waterways Considering Transport Wastage,2023
TOPSIS Aided Object Pose Tracking on RGB Images,2023
Transient Stability Analysis and Enhancement of PLL-VSC Considering State-Dependent Damping,2023
Improving Domain Generalization in Appearance-Based Gaze Estimation With Consistency Regularization,2023
Research on the Classification Method of CTC Alignment Joint-Test Problems Based on RoBERTa-wwm and Deep Learning Integration,2023
Cooperative HARQ-Aided Multiple UAVs in Optical Aerospace Backhaul Networks,2023
Analyzing the Impact and Prospects of Metaverse in Learning Environments Through Systematic and Case Study Research,2023
Online Assembly Inspection Integrating Lightweight Hybrid Neural Network With Positioning Box Matching,2023
Predicting Human Decision-Making for Task Selection in Manufacturing: A Systematic Literature Review,2023
MicroCFI: Microarchitecture-Level Control-Flow Restrictions for Spectre Mitigation,2023
ConvLSTM-Based Vehicle Detection and Localization in Seismic Sensor Networks,2023
Re-Examination of DFIG-Based Wind Park Small-Signal Instability,2023
"MedMetaverse: Medical Care of Chronic Disease Patients and Managing Data Using Artificial Intelligence, Blockchain, and Wearable Devices State-of-the-Art Methodology",2023
Emotion Recognition in Complex Classroom Scenes Based on Improved Convolutional Block Attention Module Algorithm,2023
Simulation of Running Crowd Dynamics: Potential-Based Cellular Automata Model,2023
A Model-Based Markerless Protocol for Clinical Gait Analysis Based on a Single RGB-Depth Camera: Concurrent Validation on Patients With Cerebral Palsy,2023
Predictive Reliability Analysis of Power Distribution Systems Considering the Effects of Seasonal Factors on Outage Data Using Weibull Analysis Combined With Polynomial Regression,2023
Framework for Ethically Designed Microtransactions in the Metaverse,2023
An Efficient Centralized Multi-Agent Reinforcement Learner for Cooperative Tasks,2023
Extracting Fallen Objects on the Road From Accident Reports Using a Natural Language Processing Model-Based Approach,2023
"Artificial Rabbits Optimized Neural Network-Based Energy Management System for PV, Battery, and Supercapacitor Based Isolated DC Microgrid System",2023
Intelligent Identification of Simultaneous Faults of Automotive Software Systems Under Noisy and Imbalanced Data Using Ensemble LSTM and Random Forest,2023
An Ultrafast Variable Forgetting Factor Recursive Least Square Method for Determining the State-of-Health of Li-Ion Batteries,2023
Robotic Arm Trajectory Planning Method Using Deep Deterministic Policy Gradient With Hierarchical Memory Structure,2023
Design of CMOS-Based Unit Channel of Beamforming Transceivers for FACS Applications,2023
Numerical Simulations on AC Loss of the REBCO Tape Under Rotating Magnetic Field,2023
Radio Frequency Public Key Generator for Digital Cryptographic Application,2023
Automated Construction Site Monitoring Based on Improved YOLOv8-seg Instance Segmentation Algorithm,2023
Practical Generation Resource Planning Based on Screening Curve Method Considering Must-Run Constraints: The Case of Jeju Island’s Power Grids,2023
Skip-RCNN: A Cost-Effective Multivariate Time Series Forecasting Model,2023
Systematization of Knowledge: Spectrum Sharing Between Radar and Communications,2023
Optimal Design of Photovoltaic Domestic Installations Considering Second-Purpose Batteries,2023
A Metasurface-Based Electronically Reconfigurable and Dual-Polarized Reflectarray Antenna for Beam-Steering Applications,2023
Reinterpreting the Smith Chart Using Conformal Geometric Algebra,2023
Artificial Intelligence and Behavioral Economics: A Bibliographic Analysis of Research Field,2023
Review on Sensors and Components Used in Robotic Surgery: Recent Advances and New Challenges,2023
EV Charging Profiles and Waveforms Dataset (EV-CPW) and Associated Power Quality Analysis,2023
A Novel Personalized Recommendation Model for Computing Advertising Based on User Acceptance Evaluation,2023
Data-Driven Parameter Estimation of Lumped-Element Models via Automatic Differentiation,2023
Transformer-Based Discriminative and Strong Representation Deep Hashing for Cross-Modal Retrieval,2023
Enhancing Noisy Label Facial Expression Recognition With Split and Merge Consistency Regularization,2023
Early Software Defects Density Prediction: Training the International Software Benchmarking Cross Projects Data Using Supervised Learning,2023
An EM LWD Tool for Deep Reading Looking-Ahead,2023
"Second Life EV Batteries: Technical Evaluation, Design Framework, and Case Analysis",2023
Accident Prediction Model Using Divergence Between Visual Attention and Focus of Expansion in Vehicle-Mounted Camera Images,2023
Improved Inverter Control Techniques in Terms of Hosting Capacity for Solar Photovoltaic Energy With Battery Energy Storage System,2023
Time Delay Estimation for Sound Source Localization Using CNN-Based Multi-GCC Feature Fusion,2023
Motion Planning Method for Car-Like Autonomous Mobile Robots in Dynamic Obstacle Environments,2023
Evaluating and Improving Domain Invariance in Contrastive Self-Supervised Learning by Extrapolating the Loss Function,2023
Experimental Evaluation and Performance Improvement of Bluetooth Mesh Network With Broadcast Storm,2023
Prediction of Water Quality Using SoftMax-ELM Optimized Using Adaptive Crow-Search Algorithm,2023
Research on Strawberry Quality Grading Based on Object Detection and Stacking Fusion Model,2023
SCGAN: Extract Features From Normal Semantics for Unsupervised Anomaly Detection,2023
Classifying the Vermicompost Production Stages Using Thermal Camera Data,2023
Autonomous Advanced Aerial Mobility—An End-to-End Autonomy Framework for UAVs and Beyond,2023
Blockchain and Artificial Intelligence: Scientometric Analysis and Visualization,2023
Beam Selection for Two-Step Random Access in MTC With a Small Number of Antennas,2023
Efficient Sim-to-Real Transfer in Reinforcement Learning Through Domain Randomization and Domain Adaptation,2023
Task-Aware Dynamic Model Optimization for Multi-Task Learning,2023
Advancement of a High-Efficiency Wearable Antenna Enabling Wireless Body Area Networks,2023
Tracking an Underwater Target in a Large Surveillance Region With Sensor Location Uncertainty,2023
Temporal Modeling of Instantaneous Interbeat Interval Based on Physical Activity,2023
Tap Staggering Analysis and Effects on the Adaptive Protection System in Networks With Renewable Energy Sources,2023
A Low-Loss and Full-360° Reflection-Type Phase Shifter for WLAN Wireless Backhaul Applications,2023
Hospital Outpatient Volume Prediction Model Based on Gated Recurrent Unit Optimized by the Modified Cheetah Optimizer,2023
Shapelet-Based Sensor Fault Detection and Human-Centered Explanations in Industrial Control System,2023
Analysis of the Influence of the Front Vehicle on the Propagation Loss of ETC System of the Back Vehicle,2023
Improving Software Effort Estimation Models Using Grey Wolf Optimization Algorithm,2023
Electroencephalogram Analysis Method to Detect Unspoken Answers to Questions Using Multistage Neural Networks,2023
Enhancing Fake News Detection by Multi-Feature Classification,2023
YOLOv5s-CAM: A Deep Learning Model for Automated Detection and Classification for Types of Intracranial Hematoma in CT Images,2023
Unleashing the Potential of Conversational AI: Amplifying Chat-GPT’s Capabilities and Tackling Technical Hurdles,2023
Exploring the Impact of Signal Quality Enhancement on Heart Sound Classification Models,2023
Distributed Digital Twins as Proxies-Unlocking Composability and Flexibility for Purpose-Oriented Digital Twins,2023
Complex Natural Resonance-Based Chipless RFID Multi-Tag Detection Using One-Dimensional Convolutional Neural Networks,2023
Depth-Conditioned GAN for Underwater Image Enhancement,2023
A 2.4/5 GHz Dual-Band Low-Noise and Highly Linear Receiver With a New Power-Efficient Feedforward OPAMP for WiFi-6 Applications,2023
Semi-Supervised Bootstrapped Syntax-Semantics-Based Approach for Agriculture Relation Extraction for Knowledge Graph Creation and Reasoning,2023
275 GHz Quadrature Receivers for THz-Band 6G Indoor Network in 130-nm SiGe Technology,2023
Utilizing Artificial Neural Networks and Combined Capacitance-Based Sensors to Predict Void Fraction in Two-Phase Annular Fluids Regardless of Liquid Phase Type,2023
Blockchain-Enabled Fintech Innovation: A Case of Reengineering Stock Trading Services,2023
A New Boost Topology Seven-Level Inverter of High Voltage Gain Ability and Continuous Input Current With MPPT for PV Grid Integration,2023
Fuzzy Rule-Based Section Forming for Mining Robotic Excavation Error Compensation,2023
Reconfigurable Intelligent Surfaces-Assisted Enhanced Spatial Modulation for Future Wireless Networks,2023
A New FullEX Decision-Making Technique for Criteria Importance Assessment: An Application to the Sustainable Last-Mile Delivery Courier Selection,2023
Power Quality Optimization in Dual Active Bridge Converters,2023
Toward More Human-Like AI Communication: A Review of Emergent Communication Research,2023
Reinforcement-Based Clustering in Flying Ad-Hoc Networks for Serving Vertical and Horizontal Routing,2023
Deep Q-Network-Based Controller for Cabin Cooling System of Electric Vehicles,2023
Enhancing Ocular Healthcare: Deep Learning-Based Multi-Class Diabetic Eye Disease Segmentation and Classification,2023
"On Distance-Based Attribute Reduction With α, β-Level Intuitionistic Fuzzy Sets",2023
A Region of Interest-Based Electrophysiological Source Imaging Technology and its Applications in Analysis of Motor Imagery EEG Signals,2023
A Multi-Stage Hybrid Open-Circuit Fault Diagnosis Approach for Three-Phase VSI-Fed PMSM Drive Systems,2023
Distributed Service Choreography Framework for Interoperability Among Prosumers and Electric Power System,2023
Predictive Deadbeat Average Model Control for Power Conversion System With LCL Filter,2023
Dynamic Automated Labeling System for Real-Time User Intention Analysis,2023
"Deep Learning-Based Dermatological Condition Detection: A Systematic Review With Recent Methods, Datasets, Challenges, and Future Directions",2023
Analysis of the Optimized Allocation of Wireless and PLC Data Concentrators in Extensive Low-Voltage Networks Considering the Increase in the Residential Electric Vehicles Charging,2023
Bidirectional Selective Detect-and-Forward (DetF) Multi-Relay Systems With Regularized WDFDC Receivers,2023
Efficient Data Collaboration Using Multi-Party Privacy Preserving Machine Learning Framework,2023
"An Inexactly Supervised Methodology Based on Multiple Instance Learning, Convolutional Neural Networks, and Dissimilarities for Interpretable Defect Detection and Localization on Textured Surfaces",2023
A Novel Semi-Supervised Adversarially Learned Meta-Classifier for Detecting Neural Trojan Attacks,2023
Chinese Medical Named Entity Recognition Based on Fusion of Global Features and Multi-Local Features,2023
Energy Efficiency Analysis of East-West Oriented Photovoltaic Systems for Buildings: A Technical-Economic-Environmental Approach,2023
Modeling and Hybrid PSO-WOA-Based Intelligent PID and State-Feedback Control for Ball and Beam Systems,2023
Automated Generation of Site Map Graphs for Robot-Inclusive Tactile Marker Placement,2023
Radiated Emission Prediction of a BLDC Motor Using High-Frequency Simulations,2023
Wavelet-Based Semantic Feature Representation for Hyperspectral Signature Discrimination,2023
Dynamic Selection of Reliance Calibration Cues With AI Reliance Model,2023
LSTM-Autoencoder-Based Incremental Learning for Industrial Internet of Things,2023
Antifragile Control Systems: The Case of Mobile Robot Trajectory Tracking Under Uncertainty and Volatility,2023
Numerical Study and Parameter Prediction in Hydrodynamic Performance of Self-Propelled Wiggling Hydrofoils,2023
A Feasibility Study on Evasion Attacks Against NLP-Based Macro Malware Detection Algorithms,2023
Citrus Diseases and Pests Detection Model Based on Self-Attention YOLOV8,2023
SBVQA 2.0: Robust End-to-End Speech-Based Visual Question Answering for Open-Ended Questions,2023
Universality of Büchi Automata: Analysis With Graph Neural Networks,2023
A Novel Adaptive LSSVR-Based Inverse Optimal Controller With Integrator for Nonlinear Non-Affine Systems,2023
Multi-Class fNIRS Classification Using an Ensemble of GNN-Based Models,2023
RF Drone Detection System Based on a Distributed Sensor Grid With Remote Hardware-Accelerated Signal Processing,2023
A Comprehensive Review of Deep Learning-Based PCB Defect Detection,2023
Designing an Extremely Tiny Dual-Band Biosensor Based on MTMs in the Terahertz Region as a Perfect Absorber for Non-Melanoma Skin Cancer Diagnostics,2023
A Global Solution Approach to the Energy-Efficient Ladle Dispatching Problem With Refractory Temperature Control,2023
An Ensemble Model for Water Temperature Prediction in Intensive Aquaculture,2023
Enhanced Experience Prioritization: A Novel Upper Confidence Bound Approach,2023
Secure Key-Based Substitution-Boxes Design Using Systematic Search for High Nonlinearity,2023
Research on Robot Monocular Vision-Based 6DOF Object Positioning and Grasping Approach Combined With Image Generation Technology,2023
Phoenix: Transformative Reconfigurability for Edge IoT Devices in Small-Scale IoT Systems,2023
Toward UAV Path Planning Problem Optimization Considering the Internet of Drones,2023
HypGB: High Accuracy GB Classifier for Predicting Heart Disease With HyperOpt HPO Framework and LASSO FS Method,2023
Test and Analysis on Electromagnetic Disturbance of Digital Unit of Primary–Secondary Integrated 10kV Circuit Breaker,2023
"An Effective, Efficient and Scalable Link Discovery (EESLD) Framework for Hybrid Multi-Controller SDN Networks",2023
Trajectory Tracking Control of Autonomous Vehicles Combining ACT-R Cognitive Framework and Preview Tracking Theory,2023
Task Allocation for Multi-Agent Specialized Systems Using Probabilistic Estimate of Robots Competencies,2023
Online Payment Fraud Detection Model Using Machine Learning Techniques,2023
Secured Dynamic Request Scheduling and Optimal CSP Selection for Analyzing Cloud Service Performance Using Intelligent Approaches,2023
SAU-Net: Monocular Depth Estimation Combining Multi-Scale Features and Attention Mechanisms,2023
A Reliable and Secure Mobile Cyber-Physical Digital Microfluidic Biochip for Intelligent Healthcare,2023
Graphical and Analytical Approaches for Analyzing Collective Behavior of Dynamic Multi-Agent Systems Governed by Generalized Cyclic Pursuit Mechanism,2023
A Novel Intelligent Controller-Based Power Management System With Instantaneous Reference Current in Hybrid Energy-Fed Electric Vehicle,2023
Decentralized Control of DC–DC Converters for Redundant Onboard Power Supply Based on Artificial Swarm Intelligence Approaches,2023
A Survey on Vehicular Cloud Network Security,2023
Role of Artificial Intelligence in Agriculture: An Analysis and Advancements With Focus on Plant Diseases,2023
Polarization Insensitive and Angularly Stable Adaptive Frequency Selective Surface for Automated and on-Demand Electromagnetic Shielding,2023
Lumped Parameter Thermal Model of Heat-Generating General Geometry in Cylindrical Coordinate System,2023
Throughput of the Queue With Probabilistic Rejections,2023
Generalized m-Polar Fuzzy Planar Graph and Its Application,2023
Urban Mobility Dynamics in the Realm of Autonomous Shuttles on Dedicated Lanes: A Microscopic Synthesis,2023
Path Planning and Trajectory Optimization Based on Improved APF and Multi-Target,2023
