Judul,Tahun
Global Energy-Efficiency Metric for Coordinated Cognitive Radio Networks,2016
Exploration of the Reliability of Automotive Electronic Power Steering System Using Device Junction Electrothermal Profile Cycle,2016
Power Control for 5G User-Centric Network: Performance Analysis and Design Insight,2016
Double Closed-Loop PI Control of Three-Phase Inverters by Binary-Coded Extremal Optimization,2016
A Hierarchical Privacy Preserving Pseudonymous Authentication Protocol for VANET,2016
An Efficient Protocol With Bidirectional Verification for Storage Security in Cloud Computing,2016
Interference Mitigation in D2D Communication Underlaying LTE-A Network,2016
PRACB: A Novel Channel Bonding Algorithm for Cognitive Radio Sensor Networks,2016
Mobile Smart Grids: Exploiting the TV White Space in Urban Scenarios,2016
Capability Indices for Non-Normal Distribution Using Gini’s Mean Difference as Measure of Variability,2016
Extrinsic Information Modification in the Turbo Decoder by Exploiting Source Redundancies for HEVC Video Transmitted Over a Mobile Channel,2016
MLP Neural Network Based Gas Classification System on Zynq SoC,2016
Throughput Improvement in Cellular Networks via Full-Duplex Based Device-to-Device Communications,2016
Dynamic Trust Associations Over Socially-Aware D2D Technology: A Practical Implementation Perspective,2016
Impact of Fouling on Flow-Induced Vibration Characteristics in Fluid-Conveying Pipelines,2016
$\text{E}^{3}$ MC: Improving Energy Efficiency via Elastic Multi-Controller SDN in Data Center Networks,2016
A Review of Technology Standards and Patent Portfolios for Enabling Cyber-Physical Systems in Advanced Manufacturing,2016
Enhanced Industrial Machinery Condition Monitoring Methodology Based on Novelty Detection and Multi-Modal Analysis,2016
Predicting Complications in Critical Care Using Heterogeneous Clinical Data,2016
Power and Rate Adaptation Based on CSI and Velocity Variation for OFDM Systems Under Doubly Selective Fading Channels,2016
Multiplication-Based Pulse Integration for Detecting Underwater Target in Impulsive Noise Environment,2016
Virtual Spatial Modulation,2016
A Unified Routing Framework for Integrated Space/Air Information Networks,2016
Artificial Neural Network for Diffraction Based Overlay Measurement,2016
Social-Aware Incentivized Caching for D2D Communications,2016
Space-Time Block Diagonalization for Frequency-Selective MIMO Broadcast Channels,2016
Adaptive Neural LMI-Based H-Infinity Control for MEMS Gyroscope,2016
System Design for Big Data Application in Emotion-Aware Healthcare,2016
Real-Time Tracking and Navigation for Magnetically Manipulated Untethered Robot,2016
On the Robust Trajectory Tracking Task for Flexible-Joint Robotic Arm With Unmodeled Dynamics,2016
A Location Cloaking Algorithm Based on Combinatorial Optimization for Location-Based Services in 5G Networks,2016
Joint Optimization of Energy Harvesting and Detection Threshold for Energy Harvesting Cognitive Radio Networks,2016
Outage Analysis of Wireless-Powered Relaying MIMO Systems with Non-Linear Energy Harvesters and Imperfect CSI,2016
Hand Gesture Recognition Using Micro-Doppler Signatures With Convolutional Neural Network,2016
Multi-Population Based Ensemble Mutation Method for Single Objective Bilevel Optimization Problem,2016
Re-Investigation of Generalized Integrator Based Filters From a First-Order-System Perspective,2016
Fabrication of p-n Junction With an n-Type Silicon Nanoparticle Layer by Using Infrared Fiber Laser Illumination,2016
Performance Improvement of Quasi-Type-1 PLL by using a Complex Notch Filter,2016
A Four-Element Linear Dielectric Resonator Antenna Array for Beamforming Applications With Compensation of Mutual Coupling,2016
Linewidth Reconstruction Employing a Radial Basis Function Network in Optical Scatterometry,2016
Detecting and Tracing i.i.d. Attacks in Networks With Any Number of Relays,2016
MapReduce-Based Distributed Video Encoding Using Content-Aware Video Segmentation and Scheduling,2016
Beamwidth Reconfigurable Magneto-Electric Dipole Antenna Based on Tunable Strip Grating Reflector,2016
Analysis of the FM Radio Spectrum for Secondary Licensing of Low-Power Short-Range Cognitive Internet of Things Devices,2016
You Are Probably Not the Weakest Link: Towards Practical Prediction of Susceptibility to Semantic Social Engineering Attacks,2016
Cooperative Sleep and Power Allocation for Energy Saving in Dense Small Cell Networks,2016
Self-Synchronized Universal Droop Controller,2016
An Efficient and Effective Automatic Recognition System for Online Recognition of Foreign Fibers in Cotton,2016
Discovering Co-Located Walking Groups of People Using iBeacon Technology,2016
Charging Schemes for Plug-In Hybrid Electric Vehicles in Smart Grid: A Survey,2016
A Discounted Fuzzy Relational Clustering of Web Users’ Using Intuitive Augmented Sessions Dissimilarity Metric,2016
Web Performance Evaluation for Internet of Things Applications,2016
An Optimized Flow Allocation in Vehicular Cloud,2016
Vehicle Positioning Using 5G Millimeter-Wave Systems,2016
Compressed Sensing Improves the Performance of Subcarrier Index-Modulation-Assisted OFDM,2016
Editorial for IEEE Access Special Section on Theoretical Foundations for Big Data Applications: Challenges and Opportunities,2016
Through Global Sharing to Improve Network Efficiency for Radio-Frequency Interconnect Based Network-on-Chip,2016
Impact of Factor Graph on Average Sum Rate for Uplink Sparse Code Multiple Access Systems,2016
Robust Synthesis Scheme for Secure Multi-Beam Directional Modulation in Broadcasting Systems,2016
Design and Fabrication of a Skew-Typed Longitudinal-Torsional Composite Ultrasonic Vibrator for Titanium Wire Drawing,2016
A Novel Weighted Edit Distance-Based Spelling Correction Approach for Improving the Reliability of Devanagari Script-Based P300 Speller System,2016
A Multi-Layer Parametric Approach to Maximize the Access Probability of Mobile Networks,2016
Fault Estimation and Fault-Tolerant Control of Wind Turbines Using the SDW-LSI Algorithm,2016
Unimodal and Multimodal Biometric Sensing Systems: A Review,2016
A Conceptual Framework for the Automated Generalization of Geological Maps Based on Multiple Agents and Workflow,2016
Rate Maximization for Downlink Multiuser Visible Light Communications,2016
Feasibility Study of Using the Housing Cases of Implantable Devices as Antennas,2016
A Cluster-Based Energy-Efficient Resource Management Scheme for Ultra-Dense Networks,2016
Multiple Disease Risk Assessment With Uniform Model Based on Medical Clinical Notes,2016
TTP Based High-Efficient Multi-Key Exchange Protocol,2016
Protecting Encrypted Signature Functions Against Intrusions on Computing Devices by Obfuscation,2016
A Petri Net Method for Compatibility Enforcement to Support Service Choreography,2016
Response to “Children Absorb Higher Doses of Radio Frequency Electromagnetic Radiation From Mobile Phones Than Adults” and “Yes the Children Are More Exposed to Radiofrequency Energy From Mobile Telephones Than Adults”,2016
"Toward Ubiquitous Real-Time Radio Propagation Modeling: The Exploitation of Cyber Resources, GPU and Fast and Accurate EM Algorithms",2016
On the Influence of Velocity and Acceleration Estimators on a Servopneumatic System Behaviour,2016
Synthetic Modeling Method for Large Scale Terrain Based on Hydrology,2016
An Efficient Transmission Scheme for DCSK Cooperative Communication Over Multipath Fading Channels,2016
Fuzzy Multilevel Image Thresholding Based on Modified Discrete Grey Wolf Optimizer and Local Information Aggregation,2016
Relay-Assisted Primary and Secondary Transmissions in Cognitive Radio Networks,2016
Wideband Filtering Power Divider With Ultra-Wideband Harmonic Suppression and Isolation,2016
Adaptive Optimal Dual Frames for Signal Reconstruction With Erasures,2016
Mobile Cloud Computing Model and Big Data Analysis for Healthcare Applications,2016
ECG Monitoring System Integrated With IR-UWB Radar Based on CNN,2016
Securing the Industrial-Tactile Internet of Things With Deterministic Silicon Photonics Switches,2016
New Weighted Integral Inequalities and Its Application to Exponential Stability Analysis of Time-Delay Systems,2016
Adopting MDE for Specifying and Executing Civilian Missions of Mobile Multi-Robot Systems,2016
Fault Detection for Two-Dimensional Roesser Systems With Sensor Faults,2016
Fault Tolerant Control for Uncertain Networked Control Systems With Induced Delays and Actuator Saturation,2016
Decoupled Downlink-Uplink Coverage Analysis with Interference Management for Enriched Heterogeneous Cellular Networks,2016
Route Selection for Multi-Hop Cognitive Radio Networks Using Reinforcement Learning: An Experimental Study,2016
A Multiband OFDMA Heterogeneous Network for Millimeter Wave 5G Wireless Applications,2016
Queueing Characteristics of the Best Effort Network Coding Strategy,2016
Hierarchical Complexity Control of HEVC for Live Video Encoding,2016
Identification of Lightning Strike on 500-kV Transmission Line Based on the Time-Domain Parameters of a Traveling Wave,2016
Automatic Target Recognition in Synthetic Aperture Radar Imagery: A State-of-the-Art Review,2016
Fractal Dimension Estimation for Developing Pathological Brain Detection System Based on Minkowski-Bouligand Method,2016
Dual-Polarized Massive MIMO Systems Under Multi-Cell Pilot Contamination,2016
ECRModel: An Elastic Collision-Based Rumor-Propagation Model in Online Social Networks,2016
An Overview of Physical Layer Security in Wireless Communication Systems With CSIT Uncertainty,2016
Discrete Weighted Centroid Localization (dWCL): Performance Analysis and Optimization,2016
Social-Aware Data Collection Scheme Through Opportunistic Communication in Vehicular Mobile Networks,2016
Weighted Visibility Graph With Complex Network Features in the Detection of Epilepsy,2016
An Energy-Efficient Data Forwarding Strategy for Heterogeneous WBANs,2016
A Square-Constellation-Based $M$ -Ary DCSK Communication System,2016
LTE in Unlicensed Bands Is Neither Friend nor Foe to Wi-Fi,2016
Efficient Stochastic Approximation Monte Carlo Sampling for Heterogeneous Redundancy Allocation Problem,2016
Mobilouds: An Energy Efficient MCC Collaborative Framework With Extended Mobile Participation for Next Generation Networks,2016
Performance Evaluation of Multimodal Detection Method for GNSS Intermediate Spoofing,2016
Millimeter Wave Power Monitoring in EAST ECRH System,2016
When Social Network Meets Mobile Cloud: A Social Group Utility Approach for Optimizing Computation Offloading in Cloudlet,2016
Industrial Time Series Modelling by Means of the Neo-Fuzzy Neuron,2016
On Dimensions of OTA Setups for Massive MIMO Base Stations Radiated Testing,2016
Next-Generation Environment-Aware Cellular Networks: Modern Green Techniques and Implementation Challenges,2016
A Hybrid Mechanism for Innovation Diffusion in Social Networks,2016
A Heterogeneous Service-Oriented Deep Packet Inspection and Analysis Framework for Traffic-Aware Network Management and Security Systems,2016
An Improved Ranking-Based Feature Enhancement Approach for Robust Speaker Recognition,2016
Joint Optimization of User Grouping and Transmitter Connection on Multi-Cell SNR Blind Interference Alignment,2016
Direction Estimation for Pedestrian Monitoring System in Smart Cities: An HMM Based Approach,2016
Metal Artifact Reduction in CT: Where Are We After Four Decades?,2016
An Evaluation of Background Subtraction for Object Detection Vis-a-Vis Mitigating Challenging Scenarios,2016
Haptogram: Ultrasonic Point-Cloud Tactile Stimulation,2016
Secure Transmission in Cognitive MIMO Relaying Networks With Outdated Channel State Information,2016
Systems Engineering of a Terabit Elliptic Orbit Satellite and Phased Array Ground Station for IoT Connectivity and Consumer Internet Access,2016
Toward Efficient 5G Transmission: SER Performance Analysis for Asynchronous Physical-Layer Network Coding,2016
Multivariate Beta Mixture Model for Automatic Identification of Topical Authoritative Users in Community Question Answering Sites,2016
Securing Uplink Transmission for Lightweight Single-Antenna UEs in the Presence of a Massive MIMO Eavesdropper,2016
A Novel Multi-Feature Representation of Images for Heterogeneous IoTs,2016
Optimum Biasing for Cell Load Balancing Under QoS and Interference Management in HetNets,2016
Numerical Simulation of Rock Breakage Modes under Confining Pressures in Deep Mining: An Experimental Investigation,2016
SDN and Virtualization Solutions for the Internet of Things: A Survey,2016
Weight Self-Adjustment Adams Implicit Filtering Algorithm for Attitude Estimation Applied to Underwater Gliders,2016
Finite-Frequency Fault Detection for Two-Dimensional Roesser Systems,2016
Low-Complexity Group Alternate Iterative List Detection for MIMO Systems,2016
Security-Reliability Tradeoff for Friendly Jammer Assisted User-Pair Selection in the Face of Multiple Eavesdroppers,2016
The Forbidden Sentient Computer: Recent Progress in the Electronic Monitoring of Consciousness,2016
Improving Home Automation Security; Integrating Device Fingerprinting Into Smart Home,2016
CRATER: A Crowd Sensing Application to Estimate Road Conditions,2016
An Event-Driven Service Provisioning Mechanism for IoT (Internet of Things) System Interaction,2016
"Internet of Vehicles: Motivation, Layered Architecture, Network Model, Challenges, and Future Aspects",2016
Indexing Simple Graphs by Means of the Resistance Distance,2016
Structural Resemblance Between Droop Controllers and Phase-Locked Loops,2016
A Look at the Recent Wireless Positioning Techniques With a Focus on Algorithms for Moving Receivers,2016
Temporal Dynamic Matrix Factorization for Missing Data Prediction in Large Scale Coevolving Time Series,2016
Towards Low Cost Prototyping of Mobile Opportunistic Disconnection Tolerant Networks and Systems,2016
A New Energy Prediction Algorithm for Energy-Harvesting Wireless Sensor Networks With Q-Learning,2016
Some Connections Between Classical Coding and Network Coding Over Erroneous Cyclic Networks,2016
Interactive Reference Region Based Multi-Objective Evolutionary Algorithm Through Decomposition,2016
Efficient Resource Management by Exploiting D2D Communication for 5G Networks,2016
Performance Evaluation for Local Anchor-Based Dual Connectivity in 5G User-Centric Network,2016
Double Sample Data Fusion Method Based on Combination Rules,2016
A Deep Learning Framework of Quantized Compressed Sensing for Wireless Neural Recording,2016
Analog Circuit Realization of Arbitrary-Order Fractional Hopfield Neural Networks: A Novel Application of Fractor to Defense Against Chip Cloning Attacks,2016
Adaptive Base Station Cooperation for Physical Layer Security in Two-Cell Wireless Networks,2016
A Fast Non-Smooth Nonnegative Matrix Factorization for Learning Sparse Representation,2016
AG-MIC: Azure-Based Generalized Flow for Medical Image Classification,2016
Observer-Based Distributed Fault Detection and Isolation for Heterogeneous Discrete-Time Multi-Agent Systems With Disturbances,2016
Hybrid PAPR Reduction Scheme for FBMC/OQAM Systems Based on Multi Data Block PTS and TR Methods,2016
Convergence Analysis and Improvement of the Chicken Swarm Optimization Algorithm,2016
A Cuckoo Search-Support Vector Machine Model for Predicting Dynamic Measurement Errors of Sensors,2016
Design and Simulation of a Frequency-Diverse Aperture for Imaging of Human-Scale Targets,2016
Dynamic User Clustering and Power Allocation for Uplink and Downlink Non-Orthogonal Multiple Access (NOMA) Systems,2016
Experimental Study on Key Generation for Physical Layer Security in Wireless Communications,2016
Mean Deviation Similarity Index: Efficient and Reliable Full-Reference Image Quality Evaluator,2016
Can Gray Code Improve the Performance of Distributed Video Coding?,2016
Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter,2016
Hybrid Decode-Forward & Amplify-Forward Relaying With Non-Orthogonal Multiple Access,2016
Destination-Aided Wireless Power Transfer in Energy-Limited Cognitive Relay Systems,2016
Real-Time Positioning Based on Millimeter Wave Device to Device Communications,2016
Historical Information Aware Unequal Error Protection of Scalable HEVC/H.265 Streaming Over Free Space Optical Channels,2016
Reordered Elias Gamma Error Correction Codes for the Near-Capacity Transmission of Multimedia Information,2016
Truncated-ARQ Aided Adaptive Network Coding for Cooperative Two-Way Relaying Networks: Cross-Layer Design and Analysis,2016
Multi-Focus Image Fusion Through Gradient- Based Decision Map Construction and Mathematical Morphology,2016
Feasibility of Ambient RF Energy Harvesting for Self-Sustainable M2M Communications Using Transparent and Flexible Graphene Antennas,2016
The Effect of Narrow-Band Transmission on Recognition of Paralinguistic Information From Human Vocalizations,2016
UML-Based Development of Embedded Real-Time Software on Multi-Core in Practice: Lessons Learned and Future Perspectives,2016
Recent Advances in Fog Radio Access Networks: Performance Analysis and Radio Resource Allocation,2016
Device-to-Device Communications in Unlicensed Spectrum: Mode Selection and Resource Allocation,2016
Energy-Efficient Offloading for Mobile Edge Computing in 5G Heterogeneous Networks,2016
Interference Reduction by Millimeter Wave Technology for 5G-Based Green Communications,2016
Linear Transceiver Design for Full-Duplex Multi-Cell MIMO Systems,2016
Selecting Best Answer: An Empirical Analysis on Community Question Answering Sites,2016
A Depth Map Post-Processing Approach Based on Adaptive Random Walk With Restart,2016
Joint Downlink and Uplink Interference Management for Device to Device Communication Underlaying Cellular Networks,2016
Epileptic MEG Spikes Detection Using Common Spatial Patterns and Linear Discriminant Analysis,2016
User-Centred Design and Usability Evaluation of a Heart Rate Variability Biofeedback Game,2016
Augmenting Variable Stiffness Actuation Using Reaction Wheels,2016
Correlation Visualization of Time-Varying Patterns for Multi-Variable Data,2016
Skyline Path Queries With Aggregate Attributes,2016
High-kVp Assisted Metal Artifact Reduction for X-Ray Computed Tomography,2016
Statistical Traffic Properties and Model Inference for Shared Cache Interface in Multi-Core CPUs,2016
Discovering Patterns With Weak-Wildcard Gaps,2016
PTA: An Efficient System for Transaction Database Anonymization,2016
Spectral Efficiency of Mixed-ADC Receivers for Massive MIMO Systems,2016
Fault Location Observability using Phasor Measurements Units via Semidefinite Programming,2016
Biometric Behavior Authentication Exploiting Propagation Characteristics of Wireless Channel,2016
Internet Use and Its Impact on Individual Physical Health,2016
Fountain Coded Cooperative Communications for LTE-A Connected Heterogeneous M2M Network,2016
A New Sparse Signal-Matched Measurement Matrix for Compressive Sensing in UWB Communication,2016
A Pattern-Based Approach for Sarcasm Detection on Twitter,2016
Positioning Accuracy Evaluation for the Collaborative Automation of Mining Fleet With the Support of Memory Cutting Technology,2016
On Quality-of-Service Provisioning in IEEE 802.11ax WLANs,2016
Distributed Reciprocal-Selection-Based ‘Win-Win’ Cooperative Medium Access and its Stability Analysis,2016
"A Temporal-Spatial Method for Group Detection, Locating and Tracking",2016
Location-Aware Authorization Scheme for Emergency Response,2016
A Hybrid Synchrophasor and GOOSE-Based Power System Synchronization Scheme,2016
Folksonomy Based Trend Analysis on Community Question Answering Sites: A Perspective on Software Technologies,2016
Survey on Threats and Attacks on Mobile Networks,2016
Multi-Armed Bandit Channel Access Scheme With Cognitive Radio Technology in Wireless Sensor Networks for the Internet of Things,2016
Robots That Think Fast and Slow: An Example of Throwing the Ball Into the Basket,2016
Beamforming for Combating Inter-cluster and Intra-cluster Interference in Hybrid NOMA Systems,2016
Two New Theories for the Current Charge Relativity and the Electric Origin of the Magnetic Force Between Two Filamentary Current Elements,2016
Local Stereo Matching Based on Support Weight With Motion Flow for Dynamic Scene,2016
Exposure to RF EMF From Array Antennas in 5G Mobile Communication Equipment,2016
Attribute Reduction Based on Rough Approximation Set in Algebra and Information Views,2016
Flexible Flow Converging: A Systematic Case Study on Forwarding Plane Programmability of Protocol-Oblivious Forwarding (POF),2016
"Tell Me What You Eat, and I Will Tell You Where You Come From: A Data Science Approach for Global Recipe Data on the Web",2016
Secure and Scalable Statistical Computation of Questionnaire Data in R,2016
A New Quadri-Polarization Reconfigurable Circular Patch Antenna,2016
Joint Design of the Spatial and of the Classic Symbol Alphabet Improves Single-RF Spatial Modulation,2016
Sensing the Crowds Using Bluetooth Low Energy Tags,2016
Energy Efficient Resource Allocation in D2D-Assisted Heterogeneous Networks with Relays,2016
Routing and Spectrum Assignment for Dual Failure Path Protected Elastic Optical Networks,2016
Cost Effective Genetic Algorithm for Workflow Scheduling in Cloud Under Deadline Constraint,2016
On Wireless Power Transfer and Max Flow in Rechargeable Wireless Sensor Networks,2016
Efficient Target Detection and Joint Estimation of Target Parameters With a Two-Element Rotating Antenna,2016
Energy Efficiency Tradeoff in Interference Channels,2016
Analysis and Optimization of FFR-Aided OFDMA-Based Heterogeneous Cellular Networks,2016
On Using Spectrum History to Manage Opportunistic Access in Cognitive Radio Networks,2016
1.5 Gbit/s FPGA Implementation of a Fully-Parallel Turbo Decoder Designed for Mission-Critical Machine-Type Communication Applications,2016
Recent Advances in Energy-Efficient Routing Protocols for Wireless Sensor Networks: A Review,2016
Fringe Pattern Analysis With Message Passing Based Expectation Maximization for Fringe Projection Profilometry,2016
Alternating Iteration for  lp  ( $0,2016
Remote Sensing Image Fusion Based on Adaptive IHS and Multiscale Guided Filter,2016
New Residue Arithmetic Based Barrett Algorithms: Modular Integer Computations,2016
Eigenvalue-Based Spectrum Sensing for Multiple Received Signals Under the Non-Reconstruction Framework of Compressed Sensing,2016
Survey of Strategies for Switching Off Base Stations in Heterogeneous Networks for Greener 5G Systems,2016
A Survey on Cloud Gaming: Future of Computer Games,2016
Defending Against Byzantine Attack in Cooperative Spectrum Sensing: Defense Reference and Performance Analysis,2016
Retinal Fundus Image Analysis for Diagnosis of Glaucoma: A Comprehensive Survey,2016
Selective Level Set Segmentation Using Fuzzy Region Competition,2016
Adaptive Dynamic Surface Control of MEMS Gyroscope Sensor Using Fuzzy Compensator,2016
Frequency-Domain Oversampling for Cognitive CDMA Systems: Enabling Robust and Massive Multiple Access for Internet of Things,2016
Computational Security for Context-Awareness in Vehicular Ad-Hoc Networks,2016
Sparse Reconstruction of Compressive Sensing Multi-Spectral Data Using an Inter-Spectral Multi-Layered Conditional Random Field Model,2016
A Device-Centric Scheme for Relay Selection in a Dynamic Network Scenario for 5G Communication,2016
Public Safety Priority-Based User Association for Load Balancing and Interference Reduction in PS-LTE Systems,2016
Impact of Rocks and Minerals on Underground Magneto-Inductive Communication and Localization,2016
An Adaptive Early Node Compromise Detection Scheme for Hierarchical WSNs,2016
A Novel Broadband Dual-Polarized Antenna Element for LTE700 MHz/GSM850 MHz/GSM900 MHz Applications,2016
Evolutionary Design of Adjustable Six-Linkage Bar Manufacturing Mechanisms Using Niche Genetic Algorithms,2016
Fine-Grained HTTP Web Traffic Analysis Based on Large-Scale Mobile Datasets,2016
MAPE-K Interfaces for Formal Modeling of Real-Time Self-Adaptive Multi-Agent Systems,2016
A Comprehensive Review of Solutions and Strategies for Cold Start of Automotive Proton Exchange Membrane Fuel Cells,2016
A Branching-Process-Based Method to Check Soundness of Workflow Systems,2016
Coded Downlink Multi-user MC-CDMA System using Transmitter Pre-processing: Performance Results,2016
Low SNR Uplink CFO Estimation for Energy Efficient IoT Using LTE,2016
Positive definite estimation of large covariance matrix using generalized nonconvex penalties,2016
A Survey on Future Internet Security Architectures,2016
A Secure Anonymous Authentication Protocol for Mobile Services on Elliptic Curve Cryptography,2016
Nano-Communication for Biomedical Applications: A Review on the State-of-the-Art From Physical Layers to Novel Networking Concepts,2016
Designing Geodata Service Composition Web Application Based on Service-Oriented Architecture,2016
Cellular Underwater Wireless Optical CDMA Network: Potentials and Challenges,2016
Multi-Pair Two-Way Massive MIMO AF Full-Duplex Relaying With Imperfect CSI Over Ricean Fading Channels,2016
Cyber-Physical Signage Interacting With Gesture-Based Human–Machine Interfaces Through Mobile Cloud Computing,2016
Spectral-Energy Efficiency Tradeoff in Relay-Aided Massive MIMO Cellular Networks With Pilot Contamination,2016
Power Allocation for Buffer-Aided Full-Duplex Relaying With Imperfect Self-Interference Cancelation and Statistical Delay Constraint,2016
A Convolutional Neural Network Model for Online Medical Guidance,2016
Exploitation of Phase-Based Features for Whispered Speech Emotion Recognition,2016
Distributed Interference-Aware Cooperative Random Access in Multi-Hop Wireless Networks,2016
Electrical Anisotropic Response of Water Conducted Fractured Zone in the Mining Goaf,2016
A Survey on Programmable LDPC Decoders,2016
IEEE Access Special Section Editorial: Smart Cities,2016
Weighted Sum Transmit Power Minimization for Full-Duplex System With SWIPT and Self-Energy Recycling,2016
An Architecture for QoS-Enabled Mobile Video Surveillance Applications in a 4G EPC and M2M Environment,2016
Predicting the Affordable Rate in Interference-Limited Cellular Systems Using Higher-Order Markov Models,2016
Small-Size Reconfigurable Loop Antenna for Mobile Phone Applications,2016
Hybrid Multi-Mode Narrow-Frame Antenna for WWAN/LTE Metal-Rimmed Smartphone Applications,2016
Protocols and Mechanisms to Recover Failed Packets in Wireless Networks: History and Evolution,2016
Upper-Bound on Dose Reduction in CT Reconstruction for Nodule Detection,2016
Design of Smart Sensors for Real-Time Water Quality Monitoring,2016
Principal Component Analysis Applied to Surface Electromyography: A Comprehensive Review,2016
Secure transmission in spectrum sharing MIMO channels with generalized antenna selection over Nakagami-m channels,2016
Performance of Spread Spectrum Based Multi-Carrier System in Underwater Communication Using Transmitter Pre-Processing,2016
Performance of Cognitive Stop-and-Wait Hybrid Automatic Repeat Request in the Face of Imperfect Sensing,2016
Iterative Energy-Efficient Stable Matching Approach for Context-Aware Resource Allocation in D2D Communications,2016
Management of Renewable Energy for a Shared Facility Controller in Smart Grid,2016
Quantum-Aided Multi-User Transmission in Non-Orthogonal Multiple Access Systems,2016
Joint Quantum-Assisted Channel Estimation and Data Detection,2016
EXIT-Chart Aided Quantum Code Design Improves the Normalised Throughput of Realistic Quantum Devices,2016
On physical-layer security in underlay cognitive radio networks with full-duplex wireless-powered secondary system,2016
Practical Points for the Software Development of an Agent-Based Model of a Coupled Human-Natural System,2016
Display Gamut Metrology Using Chromaticity Diagram,2016
Energy Harvesting Aided Multiuser Transmission in Spectrum Sharing Networks,2016
On Green Cognitive Radio Cellular Networks: Dynamic Spectrum and Operation Management,2016
Analytical Approach to Estimate Feeder Accommodation Limits Based on Protection Criteria,2016
Adaptive Neural Control of Active Power Filter Using Fuzzy Sliding Mode Controller,2016
Double-Sided Energy Auction in Microgrid: Equilibrium Under Price Anticipation,2016
Cache-Enabled Software Defined Heterogeneous Networks for Green and Flexible 5G Networks,2016
Joint Parameter Selection for Massive MIMO: An Energy-Efficient Perspective,2016
An Energy Efficiency Node Scheduling Model for Spatial-Temporal Coverage Optimization in 3D Directional Sensor Networks,2016
Energy-Efficiency of Millimeter-Wave Full-Duplex Relaying Systems: Challenges and Solutions,2016
Piezoelectric vs. Capacitive Based Force Sensing in Capacitive Touch Panels,2016
CONDENSE: A Reconfigurable Knowledge Acquisition Architecture for Future 5G IoT,2016
FFSC: An Energy Efficiency Communications Approach for Delay Minimizing in Internet of Things,2016
Exploiting Site-Specific Propagation Characteristics in Directional Search at 28 GHz,2016
Advanced LMS Integration of SCORM Web Laboratories,2016
File-System-Level Storage Tiering for Faster Application Launches on Logical Hybrid Disks,2016
Optimizing Combined Emission Economic Dispatch for Solar Integrated Power Systems,2016
A New Wavelet Denoising Method for Selecting Decomposition Levels and Noise Thresholds,2016
IEEE Access Special Section Editorial: Security and Reliability Aware System Design for Mobile Computing Devices,2016
IEEE Access Special Section Editorial: Body Area Networks For Interdisciplinary Research,2016
Adaptive Fractional Fuzzy Sliding Mode Control for Three-Phase Active Power Filter,2016
DWT Based Detection of Epileptic Seizure From EEG Signals Using Naive Bayes and k-NN Classifiers,2016
Dynamic Concentric Rings Infrastructure for Efficient Communications in Wireless Sensor Networks,2016
From 2D Design of Underactuated Bipedal Gaits to 3D Implementation: Walking With Speed Tracking,2016
Green Cooperative Device–to–Device Communication: a Social–Aware Perspective,2016
Implementation of a Fully-Parallel Turbo Decoder on a General-Purpose Graphics Processing Unit,2016
Measurement Units and Physical Dimensions of Fractance-Part I: Position of Purely Ideal Fractor in Chua’s Axiomatic Circuit Element System and Fractional-Order Reactance of Fractor in Its Natural Implementation,2016
Reduced-Packet-Delay Generalized Buffer-Aided Relaying Protocol: Simultaneous Activation of Multiple Source-to-Relay Links,2016
Measurement Units and Physical Dimensions of Fractance-Part II: Fractional-Order Measurement Units and Physical Dimensions of Fractance and Rules for Fractors in Series and Parallel,2016
Interference-Aware Coordinated Power Allocation in Autonomous Wi-Fi Environment,2016
A Novel Fuzzy Identification Method Based on Ant Colony Optimization Algorithm,2016
Secure full-duplex small-cell networks in a spectrum sharing environment,2016
SymBiosis: Anti-Censorship and Anonymous Web-Browsing Ecosystem,2016
An Overview of Device-to-Device Communications Technology Components in METIS,2016
Automated Policy Combination for Secure Data Sharing in Cross-Organizational Collaborations,2016
Enabling Massive IoT in 5G and Beyond Systems: PHY Radio Frame Design Considerations,2016
Nonlinear Control of Single-Phase PWM Rectifiers With Inherent Current-Limiting Capability,2016
A RARE Algorithm for 2D DOA Estimation Based on Nested Array in Massive MIMO System,2016
System-Level Scheduling of Mixed-Criticality Traffics in Avionics Networks,2016
Exponential Golomb and Rice Error Correction Codes for Generalized Near-Capacity Joint Source and Channel Coding,2016
Large-Scale User Behavior Characterization of Online Video Service in Cellular Network,2016
Joint Estimation of DOA and TDOA of Multiple Reflections in Mobile Communications,2016
4G/5G Multiple Antennas for Future Multi-Mode Smartphone Applications,2016
Norm Characterization for Body-Centric Networks,2016
Design and Implementation of LPWA-Based Air Quality Monitoring System,2016
Traffic engineering in software-defined networking: Measurement and management,2016
Secure 5G Wireless Communications: A Joint Relay Selection and Wireless Power Transfer Approach,2016
Wireless Single Cellular Coverage Boundary Models,2016
A Commercial Video-Caching System for Small-Cell Cellular Networks Using Game Theory,2016
Designing for Situation Awareness of Future Power Grids: An Indicator System Based on Linear Eigenvalue Statistics of Large Random Matrices,2016
Regularized Taylor Echo State Networks for Predictive Control of Partially Observed Systems,2016
Multi-Set Space-Time Shift-Keying With Reduced Detection Complexity,2016
Vehicles Assignment With Over-Emission Intensity Considerations: A Perspective on Integrating the Market Mechanism With Government Control,2016
